HGNC ID	Gene name	UniProt Acc	Canonical Protein Isoform 	Ensembl Transcript	Protein Class	CCDS	Protein Name
HGNC:7577	MYH7	P12883	P12883	ENST00000355349	Cytoskeletal protein	CCDS9601.1	Myosin-7
HGNC:7583	MYL2	P10916	P10916	ENST00000228841	"Calcium-binding protein, Cytoskeletal protein"	CCDS31901.1	"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform"
HGNC:7584	MYL3	P08590	P08590	ENST00000395869	"Calcium-binding protein, Cytoskeletal protein"	CCDS2746.1	Myosin light chain 3
HGNC:7590	MYLK	Q15746	Q15746-1	ENST00000360304	"Kinase, Cytoskeletal protein, Transferase, Signaling molecule"	CCDS46896.1	"Myosin light chain kinase, smooth muscle"
HGNC:7606	MYO7A	Q13402	Q13402-1	ENST00000409709	"Enzyme modulator, Cytoskeletal protein, Cell Junction protein"	CCDS53683.1	Unconventional myosin-VIIa
HGNC:7610	MYOC	Q99972	Q99972	ENST00000037502	"Receptor, Extracellular matrix protein"	CCDS1297.1	Myocilin
HGNC:7613	MYOM1	P52179	P52179-1	ENST00000356443	Cytoskeletal protein	CCDS45824.1	Myomesin-1
HGNC:12399	MYOT	Q9UBF9	Q9UBF9-1	ENST00000239926	Cytoskeletal protein	CCDS4194.1	Myotilin
HGNC:7631	NAGA	P17050	P17050	ENST00000396398	Hydrolase	CCDS14030.1	Alpha-N-acetylgalactosaminidase
HGNC:7632	NAGLU	P54802	P54802	ENST00000225927	Hydrolase	CCDS11427.1	Alpha-N-acetylglucosaminidase
HGNC:17996	NAGS	Q8N159	Q8N159	ENST00000293404	Transferase	CCDS11473.1	"N-acetylglutamate synthase, mitochondrial"
HGNC:7660	NCF1	P14598	P14598-1	ENST00000289473	Enzyme modulator	CCDS34657.1	Neutrophil cytosol factor 1
HGNC:7661	NCF2	P19878	P19878-1	ENST00000367535	Oxidoreductase	CCDS1356.1	Neutrophil cytosol factor 2
HGNC:7662	NCF4	Q15080	Q15080-1	ENST00000248899	"Enzyme modulator, Oxidoreductase"	CCDS13934.1	Neutrophil cytosol factor 4
HGNC:3953	NCS1	P62166	P62166-1	ENST00000372398	Calcium-binding protein	CCDS6932.1	Neuronal calcium sensor 1
HGNC:17091	NCSTN	Q92542	Q92542-1	ENST00000294785	"Protease, Hydrolase"	CCDS1203.1	Nicastrin
HGNC:7678	NDP	Q00604	Q00604	ENST00000378062	Signaling molecule	CCDS14262.1	Norrin
HGNC:7680	NDST1	P52848	P52848-1	ENST00000261797	"Transferase, Hydrolase"	CCDS34277.1	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1
HGNC:7683	NDUFA1	O15239	O15239	ENST00000371437	Oxidoreductase	CCDS14590.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
HGNC:7684	NDUFA10	O95299	O95299-1	ENST00000252711	"Kinase, Transferase"	CCDS2531.1	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial"
HGNC:17194	NDUFA13	Q9P0J0	Q9P0J0-1	ENST00000507754	Oxidoreductase	CCDS12404.2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
HGNC:7685	NDUFA2	O43678	O43678-1	ENST00000252102	Oxidoreductase	CCDS4234.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
HGNC:7692	NDUFA8	P51970	P51970	ENST00000373768	Oxidoreductase	CCDS6835.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
HGNC:7693	NDUFA9	Q16795	Q16795	ENST00000266544	Oxidoreductase	CCDS8532.1	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"
HGNC:7696	NDUFB10	O96000	O96000-1	ENST00000268668	Oxidoreductase	CCDS10451.1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
HGNC:7698	NDUFB3	O43676	O43676	ENST00000237889	Oxidoreductase	CCDS2336.1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
HGNC:7703	NDUFB8	O95169	O95169-1	ENST00000299166	Oxidoreductase	CCDS7497.1	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"
HGNC:7704	NDUFB9	Q9Y6M9	Q9Y6M9	ENST00000276689	Oxidoreductase	CCDS6352.1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
HGNC:7707	NDUFS1	P28331	P28331-1	"ENST00000233190,ENST00000449699"	Oxidoreductase	CCDS2366.1	"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
HGNC:7708	NDUFS2	O75306	O75306-1	ENST00000367993	Oxidoreductase	CCDS1224.1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"
HGNC:7710	NDUFS3	O75489	O75489-1	ENST00000263774	Oxidoreductase	CCDS7941.1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
HGNC:7711	NDUFS4	O43181	O43181	ENST00000296684	Oxidoreductase	CCDS3960.1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
HGNC:7713	NDUFS6	O75380	O75380	ENST00000274137	Oxidoreductase	CCDS3866.1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"
HGNC:7714	NDUFS7	O75251	O75251-1	ENST00000233627	Oxidoreductase	CCDS12063.1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"
HGNC:7715	NDUFS8	O00217	O00217	ENST00000313468	Oxidoreductase	CCDS8176.1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
HGNC:7716	NDUFV1	P49821	P49821-1	ENST00000322776	Oxidoreductase	CCDS8173.1	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
HGNC:7717	NDUFV2	P19404	P19404	ENST00000318388	Oxidoreductase	CCDS11842.1	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
HGNC:9706	NECTIN1	Q15223	Q15223-1	ENST00000264025	Receptor	CCDS8426.1	Nectin-1
HGNC:17664	NECTIN3	Q9NQS3	Q9NQS3-1	ENST00000485303	Cell Adhesion molecule	CCDS2957.1	Nectin-3
HGNC:19688	NECTIN4	Q96NY8	Q96NY8-1	ENST00000368012	"Receptor, Cell Adhesion molecule, Defense/Immunity protein"	CCDS1216.1	Nectin-4
HGNC:7728	NEDD4L	Q96PU5	Q96PU5-1	ENST00000400345	Ligase	CCDS45872.1	E3 ubiquitin-protein ligase NEDD4-like
HGNC:7744	NEK1	Q96PY6	Q96PY6-1	ENST00000439128	Kinase	CCDS47162.1	Serine/threonine-protein kinase Nek1
HGNC:7773	NF2	P35240	P35240-1	ENST00000338641	"Cytoskeletal protein, Enzyme modulator"	CCDS13861.1	Merlin
HGNC:7797	NFKBIA	P25963	P25963	ENST00000216797	Enzyme modulator	CCDS9656.1	NF-kappa-B inhibitor alpha
HGNC:15910	NFS1	Q9Y697	Q9Y697-1	ENST00000374092	Lyase	CCDS13262.1	"Cysteine desulfurase, mitochondrial"
HGNC:16287	NFU1	Q9UMS0	Q9UMS0-1	ENST00000410022	"Signaling molecule, Chaperone"	CCDS33217.1	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial"
HGNC:7808	NGF	P01138	P01138	ENST00000369512	Signaling molecule	CCDS882.1	Beta-nerve growth factor
HGNC:17646	NGLY1	Q96IV0	Q96IV0-1	ENST00000280700	Hydrolase	CCDS33719.1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase
HGNC:25737	NHEJ1	Q9H9Q4	Q9H9Q4-1	ENST00000356853	Nucleic acid-binding protein	CCDS2432.1	Non-homologous end-joining factor 1
HGNC:2488	NKX2-5	P52952	P52952-1	ENST00000329198	"Transcription factor, Nucleic acid-binding protein, Cell Junction protein"	CCDS4387.1	Homeobox protein Nkx-2.5
HGNC:14290	NLGN2	Q8NFZ4	Q8NFZ4	ENST00000302926	Hydrolase	CCDS11103.1	Neuroligin-2
HGNC:14287	NLGN4X	Q8N0W4	Q8N0W4-1	ENST00000381095	Cell Adhesion molecule	CCDS14126.1	"Neuroligin-4, X-linked"
HGNC:14374	NLRP1	Q9C000	Q9C000-1	ENST00000572272	"Defense/Immunity protein, Nucleic acid-binding protein"	CCDS42246.1	"NACHT, LRR and PYD domains-containing protein 1"
HGNC:16400	NLRP3	Q96P20	Q96P20-1	ENST00000336119	"Transcription factor, Nucleic acid-binding protein, Signaling molecule, Defense/Immunity protein"	CCDS1632.1	"NACHT, LRR and PYD domains-containing protein 3"
HGNC:22947	NLRP7	Q8WX94	Q8WX94-1	"ENST00000340844,ENST00000590030"	Nucleic acid-binding protein	CCDS33109.1	"NACHT, LRR and PYD domains-containing protein 7"
HGNC:17877	NMNAT1	Q9HAN9	Q9HAN9	ENST00000377205	Transferase	CCDS108.1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1
HGNC:7863	NNT	Q13423	Q13423	ENST00000264663	Oxidoreductase	CCDS3949.1	"NAD(P) transhydrogenase, mitochondrial"
HGNC:7865	NODAL	Q96S42	Q96S42	ENST00000287139	Signaling molecule	CCDS7304.1	Nodal homolog
HGNC:7866	NOG	Q13253	Q13253	ENST00000332822	Signaling molecule	CCDS11589.1	Noggin
HGNC:7869	NOL3	O60936	O60936-2	ENST00000268605	"Nucleic acid-binding protein, Calcium-binding protein"	CCDS42176.1	Nucleolar protein 3
HGNC:7881	NOTCH1	P46531	P46531	ENST00000277541	"Cytoskeletal protein, Nucleic acid-binding protein, Calcium-binding protein, Receptor, Transcription factor"	CCDS43905.1	Neurogenic locus notch homolog protein 1
HGNC:7882	NOTCH2	Q04721	Q04721	ENST00000256646	"Receptor, Transcription factor"	CCDS908.1	Neurogenic locus notch homolog protein 2
HGNC:7883	NOTCH3	Q9UM47	Q9UM47	ENST00000263388	"Receptor, Transcription factor, Cell Junction protein"	CCDS12326.1	Neurogenic locus notch homolog protein 3
HGNC:7897	NPC1	O15118	O15118-1	ENST00000269228	"Transporter, Receptor"	CCDS11878.1	NPC intracellular cholesterol transporter 1
HGNC:7898	NPC1L1	Q9UHC9	Q9UHC9-1	ENST00000289547	Signaling molecule	CCDS5491.1	NPC1-like intracellular cholesterol transporter 1
HGNC:14537	NPC2	P61916	P61916-1	ENST00000555619	Transporter	CCDS32121.1	NPC intracellular cholesterol transporter 2
HGNC:7966	NR1H3	Q13133	Q13133-1	ENST00000467728	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS7929.1	Oxysterols receptor LXR-alpha
HGNC:7974	NR2E3	Q9Y5X4	Q9Y5X4-1	"ENST00000398840/NM_014249.3, NM_016346.3"	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS73750.1	Photoreceptor-specific nuclear receptor
HGNC:7975	NR2F1	P10589	P10589	ENST00000327111	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS4068.1	COUP transcription factor 1
HGNC:7976	NR2F2	P24468	P24468-1	ENST00000394166	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS10375.1	COUP transcription factor 2
HGNC:7978	NR3C1	P04150	P04150-1	"ENST00000343796,ENST00000394464,ENST00000503201"	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS4278.1	Glucocorticoid receptor
HGNC:7979	NR3C2	P08235	P08235-1	"ENST00000344721,ENST00000358102"	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS3772.1	Mineralocorticoid receptor
HGNC:7983	NR5A1	Q13285	Q13285	ENST00000373588	Transcription factor	CCDS6856.1	Steroidogenic factor 1
HGNC:7989	NRAS	P01111	P01111	ENST00000369535	Enzyme modulator	CCDS877.1	GTPase NRas
HGNC:14234	NSD1	Q96L73	Q96L73-1	ENST00000439151	"Transcription factor, Nucleic acid-binding protein, Transferase"	CCDS4412.1	"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific"
HGNC:7677	NSMCE3	Q96MG7	Q96MG7	ENST00000332303	Cell Adhesion molecule	CCDS10023.1	Non-structural maintenance of chromosomes element 3 homolog
HGNC:17820	NT5C3A	Q9H0P0	Q9H0P0-4	ENST00000242210	Hydrolase	CCDS34616.1	Cytosolic 5'-nucleotidase 3A
HGNC:8021	NT5E	P21589	P21589-1	ENST00000257770	Hydrolase	CCDS5002.1	5'-nucleotidase
HGNC:8024	NTF4	P34130	P34130	ENST00000301411	Signaling molecule	CCDS12754.1	Neurotrophin-4
HGNC:8033	NTRK3	Q16288	Q16288-1	ENST00000360948	"Receptor, Kinase, Transferase"	CCDS32322.1	NT-3 growth factor receptor
HGNC:29914	NUP107	P57740	P57740-1	ENST00000229179	Transporter	CCDS8985.1	Nuclear pore complex protein Nup107
HGNC:8063	NUP155	O75694	O75694-1	ENST00000231498	Transporter	CCDS3921.1	Nuclear pore complex protein Nup155
HGNC:8066	NUP62	P37198	P37198	ENST00000596217	Transporter	CCDS12788.1	Nuclear pore glycoprotein p62
HGNC:28958	NUP93	Q8N1F7	Q8N1F7-1	ENST00000308159	Transporter	CCDS10769.1	Nuclear pore complex protein Nup93
HGNC:8091	OAT	P04181	P04181-1	ENST00000368845	Transferase	CCDS7639.1	"Ornithine aminotransferase, mitochondrial"
HGNC:8108	OCRL	Q01968	Q01968-1	ENST00000371113	"Phosphatase, Hydrolase"	CCDS35393.1	Inositol polyphosphate 5-phosphatase OCRL-1
HGNC:8125	OGG1	O15527	O15527-1	ENST00000344629	"Lyase, Hydrolase, Nucleic acid-binding protein"	CCDS2581.1	N-glycosylase/DNA lyase
HGNC:8127	OGT	O15294	O15294-1	ENST00000373719	"Transferase, Enzyme modulator"	CCDS14414.1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit
HGNC:17142	OPTN	Q96CV9	Q96CV9-1	ENST00000378748	"Cytoskeletal protein, Chaperone, Defense/Immunity protein"	CCDS7094.1	Optineurin
HGNC:8487	ORC1	Q13415	Q13415	ENST00000371568	Nucleic acid-binding protein	CCDS566.1	Origin recognition complex subunit 1
HGNC:8490	ORC4	O43929	O43929-1	ENST00000392857	Nucleic acid-binding protein	CCDS2187.1	Origin recognition complex subunit 4
HGNC:8512	OTC	P00480	P00480	ENST00000039007	Transferase	CCDS14247.1	"Ornithine carbamoyltransferase, mitochondrial"
HGNC:25118	OTULIN	Q96BN8	Q96BN8	ENST00000284274	"Protease, Hydrolase"	CCDS43302.1	Ubiquitin thioesterase otulin
HGNC:8527	OXCT1	P55809	P55809-1	ENST00000196371	Transferase	CCDS3937.1	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"
HGNC:18124	P2RY12	Q9H244	Q9H244	ENST00000302632	Receptor	CCDS3159.1	P2Y purinoceptor 12
HGNC:8548	P4HB	P07237	P07237	ENST00000331483	"Chaperone, Isomerase"	CCDS11787.1	Protein disulfide-isomerase
HGNC:8582	PAH	P00439	P00439	ENST00000553106	"Oxidoreductase, Enzyme modulator"	CCDS9092.1	Phenylalanine-4-hydroxylase
HGNC:26144	PALB2	Q86YC2	Q86YC2	ENST00000261584	Nucleic acid-binding protein	CCDS32406.1	Partner and localizer of BRCA2
HGNC:15894	PANK2	Q9BZ23	Q9BZ23-1	ENST00000316562	Kinase	CCDS13071.2	"Pantothenate kinase 2, mitochondrial"
HGNC:8604	PAPSS2	O95340	O95340-1	ENST00000361175	"Kinase, Transferase"	CCDS7385.1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2
HGNC:16369	PARK7	Q99497	Q99497	ENST00000493678	"Protease, Transcription factor, Nucleic acid-binding protein, Hydrolase"	CCDS93.1	Protein/nucleic acid deglycase DJ-1
HGNC:8609	PARN	O95453	O95453-1	ENST00000437198	Nucleic acid-binding protein	CCDS45419.1	Poly(A)-specific ribonuclease PARN
HGNC:270	PARP1	P09874	P09874	ENST00000366794	"Nucleic acid-binding protein, Transferase"	CCDS1554.1	Poly [ADP-ribose] polymerase 1
HGNC:17270	PASK	Q96RG2	Q96RG2-1	"ENST00000234040,ENST00000405260,ENST00000544142ENST00000234040,ENST00000405260"	"Kinase, Transferase"	CCDS2545.1	PAS domain-containing serine/threonine-protein kinase
HGNC:8617	PAX3	P23760	P23760-1	ENST00000350526	Transcription factor	CCDS42826.1	Paired box protein Pax-3
HGNC:8619	PAX5	Q02548	Q02548-1	ENST00000358127	Transcription factor	CCDS6607.1	Paired box protein Pax-5
HGNC:8620	PAX6	P26367	P26367-1	"ENST00000241001,ENST00000379109,ENST00000379132"	"Transcription factor, Nucleic acid-binding protein"	CCDS31451.1	Paired box protein Pax-6
HGNC:8622	PAX8	Q06710	Q06710-1	ENST00000429538	"Transcription factor, Nucleic acid-binding protein"	CCDS46398.1	Paired box protein Pax-8
HGNC:8636	PC	P11498	P11498-1	ENST00000393960	Ligase	CCDS8152.1	"Pyruvate carboxylase, mitochondrial"
HGNC:8653	PCCA	P05165	P05165-1	ENST00000376285	Ligase	CCDS9496.2	"Propionyl-CoA carboxylase alpha chain, mitochondrial"
HGNC:14674	PCDH15	Q96QU1	Q96QU1-1	ENST00000320301	Cell Adhesion molecule	CCDS7248.1	Protocadherin-15
HGNC:8724	PCK1	P35558	P35558-1	ENST00000319441	Lyase	CCDS13460.1	"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]"
HGNC:8729	PCNA	P12004	P12004	ENST00000379160	Nucleic acid-binding protein	CCDS13087.1	Proliferating cell nuclear antigen
HGNC:20001	PCSK9	Q8NBP7	Q8NBP7-1	ENST00000302118	"Protease, Hydrolase"	CCDS603.1	Proprotein convertase subtilisin/kexin type 9
HGNC:8761	PDCD10	Q9BUL8	Q9BUL8	ENST00000392750	"Enzyme modulator, Cytoskeletal protein"	CCDS3202.1	Programmed cell death protein 10
HGNC:8783	PDE4D	Q08499	Q08499-1	ENST00000340635	Hydrolase	CCDS47213.1	"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
HGNC:8800	PDGFB	P01127	P01127-1	ENST00000331163	Signaling molecule	CCDS13987.1	Platelet-derived growth factor subunit B
HGNC:8803	PDGFRA	P16234	P16234-1	ENST00000257290	"Receptor, Kinase, Transferase, Nucleic acid-binding protein, Signaling molecule"	CCDS3495.1	Platelet-derived growth factor receptor alpha
HGNC:8804	PDGFRB	P09619	P09619-1	ENST00000261799	"Receptor, Kinase, Transferase, Nucleic acid-binding protein"	CCDS4303.1	Platelet-derived growth factor receptor beta
HGNC:8806	PDHA1	P08559	P08559-1	ENST00000422285	Oxidoreductase	CCDS14192.1	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
HGNC:8808	PDHB	P11177	P11177-1	ENST00000302746	Oxidoreductase	CCDS2890.1	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
HGNC:8811	PDK3	Q15120	Q15120-1	ENST00000441463	"Kinase, Transferase"	CCDS14212.1	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial"
HGNC:8820	PDYN	P01213	P01213	ENST00000217305	Signaling molecule	CCDS13023.1	Proenkephalin-B
HGNC:26257	PDZD7	Q9H5P4	Q9H5P4-1	ENST00000370215	Cytoskeletal protein	CCDS31269.1	PDZ domain-containing protein 7
HGNC:17704	PDZRN3	Q9UPQ7	Q9UPQ7-1	ENST00000263666	"Transferase, Ligase"	CCDS33789.1	E3 ubiquitin-protein ligase PDZRN3
HGNC:18281	PECR	Q9BY49	Q9BY49-1	ENST00000265322	Oxidoreductase	CCDS33375.1	Peroxisomal trans-2-enoyl-CoA reductase
HGNC:8840	PEPD	P12955	P12955-1	ENST00000244137	"Protease, Transcription factor, Nucleic acid-binding protein, Hydrolase"	CCDS42544.1	Xaa-Pro dipeptidase
HGNC:8858	PEX3	P56589	P56589	ENST00000367591	"Membrane traffic protein, Chaperone"	CCDS5199.1	Peroxisomal biogenesis factor 3
HGNC:9719	PEX5	P50542	P50542-1	"ENST00000420616,ENST00000455147"	"Receptor, Membrane traffic protein"	CCDS44823.1	Peroxisomal targeting signal 1 receptor
HGNC:8877	PFKM	P08237	P08237-1	"ENST00000312352,ENST00000359794,ENST00000547587,ENST00000550345,ENST00000550924,ENST00000551339ENST00000312352,ENST00000359794,ENST00000547587,ENST00000550345,ENST00000551339ENST00000312352,ENST00000359794,ENST00000547587,ENST00000550345ENST00000312352,ENST00000359794,ENST00000547587"	"Kinase, Transferase"	CCDS8760.1	"ATP-dependent 6-phosphofructokinase, muscle type"
HGNC:8881	PFN1	P07737	P07737	ENST00000225655	Cytoskeletal protein	CCDS11061.1	Profilin-1
HGNC:8888	PGAM1	P18669	P18669	ENST00000334828	"Isomerase, Hydrolase"	CCDS7458.1	Phosphoglycerate mutase 1
HGNC:8896	PGK1	P00558	P00558-1	ENST00000373316	"Kinase, Transferase"	CCDS14438.1	Phosphoglycerate kinase 1
HGNC:8905	PGM1	P36871	P36871-1	ENST00000371084	Isomerase	CCDS625.1	Phosphoglucomutase-1
HGNC:8910	PGR	P06401	P06401-1	ENST00000325455	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS8310.1	Progesterone receptor
HGNC:16090	PGRMC1	O00264	O00264-1	ENST00000217971	"Receptor, Signaling molecule"	CCDS14576.1	Membrane-associated progesterone receptor component 1
HGNC:18145	PHF6	Q8IWS0	Q8IWS0-1	ENST00000332070	Nucleic acid-binding protein	CCDS14639.1	PHD finger protein 6
HGNC:8923	PHGDH	O43175	O43175	ENST00000369409	Oxidoreductase	CCDS904.1	D-3-phosphoglycerate dehydrogenase
HGNC:15673	PHIP	Q8WWQ0	Q8WWQ0	ENST00000275034	Signaling molecule	CCDS4987.1	PH-interacting protein
HGNC:8931	PHKG2	P15735	P15735-1	ENST00000563588	"Kinase, Transferase"	CCDS10690.1	"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform"
HGNC:8940	PHYH	O14832	O14832-1	ENST00000263038	Oxidoreductase	CCDS7097.1	"Phytanoyl-CoA dioxygenase, peroxisomal"
HGNC:26220	PIF1	Q9H611	Q9H611-1	ENST00000268043	"Nucleic acid-binding protein, Hydrolase"	CCDS10195.2	ATP-dependent DNA helicase PIF1
HGNC:8975	PIK3CA	P42336	P42336	ENST00000263967	"Kinase, Transferase"	CCDS43171.1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
HGNC:8977	PIK3CD	O00329	O00329-1	ENST00000377346	"Kinase, Transferase"	CCDS104.1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
HGNC:8979	PIK3R1	P27986	P27986-1	ENST00000521381	Enzyme modulator	CCDS3993.1	Phosphatidylinositol 3-kinase regulatory subunit alpha
HGNC:8980	PIK3R2	O00459	O00459	ENST00000222254	Enzyme modulator	CCDS12371.1	Phosphatidylinositol 3-kinase regulatory subunit beta
HGNC:8988	PIN1	Q13526	Q13526	ENST00000247970	Isomerase	CCDS12220.1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
HGNC:9008	PKD1	P98161	P98161-1	ENST00000262304	"Kinase, Oxidoreductase"	CCDS32369.1	Polycystin-1
HGNC:9009	PKD2	Q13563	Q13563-1	ENST00000237596	"Signaling molecule, Protease, Enzyme modulator, Transporter, Hydrolase"	CCDS3627.1	Polycystin-2
HGNC:9020	PKLR	P30613	P30613-1	ENST00000342741	"Kinase, Nucleic acid-binding protein, Transferase"	CCDS1109.1	Pyruvate kinase PKLR
HGNC:9021	PKM	P14618	P14618-1	ENST00000335181	Kinase	CCDS32284.1	Pyruvate kinase PKM
HGNC:9024	PKP2	Q99959	Q99959-1	ENST00000070846	Cytoskeletal protein	CCDS8731.1	Plakophilin-2
HGNC:9035	PLA2G4A	P47712	P47712	ENST00000367466	Hydrolase	CCDS1372.1	Cytosolic phospholipase A2
HGNC:9040	PLA2G7	Q13093	Q13093	ENST00000274793	Hydrolase	CCDS4917.1	Platelet-activating factor acetylhydrolase
HGNC:9043	PLAA	Q9Y263	Q9Y263	ENST00000397292	Enzyme modulator	CCDS35000.1	Phospholipase A-2-activating protein
HGNC:17175	PLCE1	Q9P212	Q9P212-1	ENST00000371380	"Signaling molecule, Enzyme modulator, Calcium-binding protein, Hydrolase"	CCDS41552.1	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1"
HGNC:9066	PLCG2	P16885	P16885	ENST00000359376	"Signaling molecule, Enzyme modulator, Calcium-binding protein, Hydrolase"	CCDS42204.1	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2"
HGNC:9071	PLG	P00747	P00747	ENST00000308192	"Protease, Hydrolase"	CCDS5279.1	Plasminogen
HGNC:11397	PLK4	O00444	O00444-1	ENST00000270861	Kinase	CCDS3735.1	Serine/threonine-protein kinase PLK4
HGNC:9080	PLN	P26678	P26678	ENST00000357525	Enzyme modulator	CCDS5120.1	Cardiac phospholamban
HGNC:9086	PLP1	P60201	P60201-1	ENST00000418604	Extracellular matrix protein	CCDS14513.1	Myelin proteolipid protein
HGNC:9115	PMM2	O15305	O15305-1	ENST00000268261	Isomerase	CCDS10536.1	Phosphomannomutase 2
HGNC:9117	PMP2	P02689	P02689	ENST00000256103	"Transporter, Extracellular matrix protein"	CCDS6229.1	Myelin P2 protein
HGNC:9122	PMS2	P54278	P54278-1	ENST00000265849	Nucleic acid-binding protein	CCDS5343.1	Mismatch repair endonuclease PMS2
HGNC:9141	PMVK	Q15126	Q15126	ENST00000368467	"Kinase, Transferase"	CCDS1073.1	Phosphomevalonate kinase
HGNC:9154	PNKP	Q96T60	Q96T60-1	ENST00000322344	"Kinase, Phosphatase, Transferase, Hydrolase"	CCDS12783.1	Bifunctional polynucleotide phosphatase/kinase
HGNC:9155	PNLIP	P16233	P16233	ENST00000369221	Hydrolase	CCDS7594.1	Pancreatic triacylglycerol lipase
HGNC:7892	PNP	P00491	P00491	ENST00000361505	Transferase	CCDS9552.1	Purine nucleoside phosphorylase
HGNC:30260	PNPO	Q9NVS9	Q9NVS9-1	ENST00000225573	Oxidoreductase	CCDS11522.1	Pyridoxine-5'-phosphate oxidase
HGNC:23166	PNPT1	Q8TCS8	Q8TCS8	ENST00000447944	"Nucleic acid-binding protein, Transferase, Hydrolase"	CCDS1856.1	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"
HGNC:14988	POFUT1	Q9H488	Q9H488-1	ENST00000375749	Transferase	CCDS13198.1	GDP-fucose protein O-fucosyltransferase 1
HGNC:22954	POGLUT1	Q8NBL1	Q8NBL1	ENST00000295588	Transferase	CCDS2988.1	Protein O-glucosyltransferase 1
HGNC:9179	POLG	P54098	P54098	ENST00000268124	"Nucleic acid-binding protein, Transferase"	CCDS10350.1	DNA polymerase subunit gamma-1
HGNC:9180	POLG2	Q9UHN1	Q9UHN1	ENST00000539111	Ligase	CCDS32706.1	"DNA polymerase subunit gamma-2, mitochondrial"
HGNC:9181	POLH	Q9Y253	Q9Y253-1	ENST00000372236	"Nucleic acid-binding protein, Transferase"	CCDS4902.1	DNA polymerase eta
HGNC:9183	POLK	Q9UBT6	Q9UBT6-1	ENST00000241436	"Nucleic acid-binding protein, Transferase"	CCDS4030.1	DNA polymerase kappa
HGNC:19139	POMGNT1	Q8WZA1	Q8WZA1-1	ENST00000371984	Transferase	CCDS531.1	"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1"
HGNC:17284	POT1	Q9NUX5	Q9NUX5-1	ENST00000357628	Nucleic acid-binding protein	CCDS5793.1	Protection of telomeres protein 1
HGNC:9236	PPARG	P37231	P37231-1	ENST00000287820	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS2609.1	Peroxisome proliferator-activated receptor gamma
